Combined_Key,Population
"Worth, Missouri, US",2013
"Wright, Missouri, US",18289
"St. Louis City, Missouri, US",300576
"Beaverhead, Montana, US",9453
"Big Horn, Montana, US",13319
"Blaine, Montana, US",6681
"Broadwater, Montana, US",6237
"Carbon, Montana, US",10725
"Carter, Montana, US",1252
"Cascade, Montana, US",81366
"Chouteau, Montana, US",5635
"Custer, Montana, US",11402
"Daniels, Montana, US",1690
"Dawson, Montana, US",8613
"Deer Lodge, Montana, US",9140
"Fallon, Montana, US",2846
"Fergus, Montana, US",11050
"Flathead, Montana, US",103806
"Gallatin, Montana, US",114434
"Garfield, Montana, US",1258
"Glacier, Montana, US",13753
"Golden Valley, Montana, US",821
"Granite, Montana, US",3379
"Hill, Montana, US",16484
"Jefferson, Montana, US",12221
"Judith Basin, Montana, US",2007
"Lake, Montana, US",30458
"Lewis and Clark, Montana, US",69432
"Liberty, Montana, US",2337
"Lincoln, Montana, US",19980
"McCone, Montana, US",1664
"Madison, Montana, US",8600
"Meagher, Montana, US",1862
"Mineral, Montana, US",4397
"Missoula, Montana, US",119600
"Musselshell, Montana, US",4633
"Park, Montana, US",16606
"Petroleum, Montana, US",487
"Phillips, Montana, US",3954
"Pondera, Montana, US",5911
"Powder River, Montana, US",1682
"Powell, Montana, US",6890
"Prairie, Montana, US",1077
"Ravalli, Montana, US",43806
"Richland, Montana, US",10803
"Roosevelt, Montana, US",11004
"Rosebud, Montana, US",8937
"Sanders, Montana, US",12113
"Sheridan, Montana, US",3309
"Silver Bow, Montana, US",34915
"Stillwater, Montana, US",9642
"Sweet Grass, Montana, US",3737
"Teton, Montana, US",6147
"Toole, Montana, US",4736
"Treasure, Montana, US",696
"Valley, Montana, US",7396
"Wheatland, Montana, US",2126
"Wibaux, Montana, US",969
"Yellowstone, Montana, US",161300
"Adams, Nebraska, US",31363
"Antelope, Nebraska, US",6298
"Arthur, Nebraska, US",463
"Banner, Nebraska, US",745
"Blaine, Nebraska, US",465
"Boone, Nebraska, US",5192
"Box Butte, Nebraska, US",10783
"Boyd, Nebraska, US",1919
"Brown, Nebraska, US",2955
"Buffalo, Nebraska, US",49659
"Burt, Nebraska, US",6459
"Butler, Nebraska, US",8016
"Cass, Nebraska, US",26248
"Cedar, Nebraska, US",8402
"Chase, Nebraska, US",3924
"Cherry, Nebraska, US",5689
"Cheyenne, Nebraska, US",8910
"Clay, Nebraska, US",6203
"Colfax, Nebraska, US",10709
"Cuming, Nebraska, US",8846
"Custer, Nebraska, US",10777
"Dakota, Nebraska, US",20026
"Dawes, Nebraska, US",8589
"Dawson, Nebraska, US",23595
"Deuel, Nebraska, US",1794
"Dixon, Nebraska, US",5636
"Dodge, Nebraska, US",36565
"Douglas, Nebraska, US",571327
"Dundy, Nebraska, US",1693
"Fillmore, Nebraska, US",5462
"Franklin, Nebraska, US",2979
"Frontier, Nebraska, US",2627
"Furnas, Nebraska, US",4676
"Gage, Nebraska, US",21513
"Garden, Nebraska, US",1837
"Garfield, Nebraska, US",1969
"Gosper, Nebraska, US",1990
"Grant, Nebraska, US",623
"Greeley, Nebraska, US",2356
"Hall, Nebraska, US",61353
"Hamilton, Nebraska, US",9324
"Harlan, Nebraska, US",3380
"Hayes, Nebraska, US",922
"Hitchcock, Nebraska, US",2762
"Holt, Nebraska, US",10067
"Hooker, Nebraska, US",682
"Howard, Nebraska, US",6445
"Jefferson, Nebraska, US",7046
"Johnson, Nebraska, US",5071
"Kearney, Nebraska, US",6495
"Keith, Nebraska, US",8034
"Keya Paha, Nebraska, US",806
"Kimball, Nebraska, US",3632
"Knox, Nebraska, US",8332
"Lancaster, Nebraska, US",319090
"Lincoln, Nebraska, US",34914
"Logan, Nebraska, US",748
"Loup, Nebraska, US",664
"McPherson, Nebraska, US",494
"Madison, Nebraska, US",35099
"Merrick, Nebraska, US",7755
"Morrill, Nebraska, US",4642
"Nance, Nebraska, US",3519
"Nemaha, Nebraska, US",6972
"Nuckolls, Nebraska, US",4148
"Otoe, Nebraska, US",16012
"Pawnee, Nebraska, US",2613
"Perkins, Nebraska, US",2891
"Phelps, Nebraska, US",9034
"Pierce, Nebraska, US",7148
"Platte, Nebraska, US",33470
"Polk, Nebraska, US",5213
"Red Willow, Nebraska, US",10724
"Richardson, Nebraska, US",7865
"Rock, Nebraska, US",1357
"Saline, Nebraska, US",14224
"Sarpy, Nebraska, US",187196
"Saunders, Nebraska, US",21578
"Scotts Bluff, Nebraska, US",35618
"Seward, Nebraska, US",17284
"Sheridan, Nebraska, US",5246
"Sherman, Nebraska, US",3001
"Sioux, Nebraska, US",1166
"Stanton, Nebraska, US",5920
"Thayer, Nebraska, US",5003
"Thomas, Nebraska, US",722
"Thurston, Nebraska, US",7224
"Valley, Nebraska, US",4158
"Washington, Nebraska, US",20729
"Wayne, Nebraska, US",9385
"Webster, Nebraska, US",3487
"Wheeler, Nebraska, US",783
"York, Nebraska, US",13679
"Churchill, Nevada, US",24909
"Clark, Nevada, US",2266715
"Douglas, Nevada, US",48905
"Elko, Nevada, US",52778
"Esmeralda, Nevada, US",873
"Eureka, Nevada, US",2029
"Humboldt, Nevada, US",16831
"Lander, Nevada, US",5532
"Lincoln, Nevada, US",5183
"Lyon, Nevada, US",57510
"Mineral, Nevada, US",4505
"Nye, Nevada, US",46523
"Pershing, Nevada, US",6725
"Storey, Nevada, US",4123
"Washoe, Nevada, US",471519
"White Pine, Nevada, US",9580
"Carson City, Nevada, US",55916
"Belknap, New Hampshire, US",61303
"Carroll, New Hampshire, US",48910
"Cheshire, New Hampshire, US",76085
"Coos, New Hampshire, US",31563
"Grafton, New Hampshire, US",89886
"Hillsborough, New Hampshire, US",417025
"Merrimack, New Hampshire, US",151391
"Rockingham, New Hampshire, US",309769
"Strafford, New Hampshire, US",130633
"Sullivan, New Hampshire, US",43146
"Atlantic, New Jersey, US",263670
"Bergen, New Jersey, US",932202
"Burlington, New Jersey, US",445349
"Camden, New Jersey, US",506471
"Cape May, New Jersey, US",92039
"Cumberland, New Jersey, US",149527
"Essex, New Jersey, US",798975
"Gloucester, New Jersey, US",291636
"Hudson, New Jersey, US",672391
"Hunterdon, New Jersey, US",124371
"Mercer, New Jersey, US",367430
"Middlesex, New Jersey, US",825062
"Monmouth, New Jersey, US",618795
"Morris, New Jersey, US",491845
"Ocean, New Jersey, US",607186
"Passaic, New Jersey, US",501826
"Salem, New Jersey, US",62385
"Somerset, New Jersey, US",328934
"Sussex, New Jersey, US",140488
"Union, New Jersey, US",556341
"Warren, New Jersey, US",105267
"Bernalillo, New Mexico, US",679121
"Catron, New Mexico, US",3527
"Chaves, New Mexico, US",64615
"Cibola, New Mexico, US",26675
"Colfax, New Mexico, US",11941
"Curry, New Mexico, US",48954
"De Baca, New Mexico, US",1748
"Dona Ana, New Mexico, US",218195
"Eddy, New Mexico, US",58460
"Grant, New Mexico, US",26998
"Guadalupe, New Mexico, US",4300
"Harding, New Mexico, US",625
"Hidalgo, New Mexico, US",4198
"Lea, New Mexico, US",71070
"Lincoln, New Mexico, US",19572
"Los Alamos, New Mexico, US",19369
"Luna, New Mexico, US",23709
"McKinley, New Mexico, US",71367
"Mora, New Mexico, US",4521
"Otero, New Mexico, US",67490
"Quay, New Mexico, US",8253
"Rio Arriba, New Mexico, US",38921
"Roosevelt, New Mexico, US",18500
"Sandoval, New Mexico, US",146748
"San Juan, New Mexico, US",123958
"San Miguel, New Mexico, US",27277
"Santa Fe, New Mexico, US",150358
"Sierra, New Mexico, US",10791
"Socorro, New Mexico, US",16637
"Taos, New Mexico, US",32723
"Torrance, New Mexico, US",15461
"Union, New Mexico, US",4059
"Valencia, New Mexico, US",76688
"Albany, New York, US",305506
"Allegany, New York, US",46091
"Bronx, New York, US",1418207
"Broome, New York, US",190488
"Cattaraugus, New York, US",76117
"Cayuga, New York, US",76576
"Chautauqua, New York, US",126903
"Chemung, New York, US",83456
"Chenango, New York, US",47207
"Clinton, New York, US",80485
"Columbia, New York, US",59461
"Cortland, New York, US",47581
"Delaware, New York, US",44135
"Dutchess, New York, US",294218
"Erie, New York, US",918702
"Essex, New York, US",36885
"Franklin, New York, US",50022
"Fulton, New York, US",53383
"Genesee, New York, US",57280
"Greene, New York, US",47188
"Hamilton, New York, US",4416
"Herkimer, New York, US",61319
"Jefferson, New York, US",109834
"Kings, New York, US",2559903
"Lewis, New York, US",26296
"Livingston, New York, US",62914
"Madison, New York, US",70941
"Monroe, New York, US",741770
"Montgomery, New York, US",49221
"Nassau, New York, US",1356924
"New York City, New York, US",1628706
"Niagara, New York, US",209281
"Oneida, New York, US",228671
"Onondaga, New York, US",460528
"Ontario, New York, US",109777
"Orange, New York, US",384940
"Orleans, New York, US",40352
"Oswego, New York, US",117124
"Otsego, New York, US",59493
"Putnam, New York, US",98320
"Queens, New York, US",2253858
"Rensselaer, New York, US",158714
"Richmond, New York, US",476143
"Rockland, New York, US",325789
"St. Lawrence, New York, US",107740
"Saratoga, New York, US",229863
"Schenectady, New York, US",155299
"Schoharie, New York, US",30999
"Schuyler, New York, US",17807
"Seneca, New York, US",34016
"Steuben, New York, US",95379
"Suffolk, New York, US",1476601
"Sullivan, New York, US",75432
"Tioga, New York, US",48203
"Tompkins, New York, US",102180
"Ulster, New York, US",177573
"Warren, New York, US",63944
"Washington, New York, US",61204
"Wayne, New York, US",89918
"Westchester, New York, US",967506
"Wyoming, New York, US",39859
"Yates, New York, US",24913
"Alamance, North Carolina, US",169509
"Alexander, North Carolina, US",37497
"Alleghany, North Carolina, US",11137
"Anson, North Carolina, US",24446
"Ashe, North Carolina, US",27203
"Avery, North Carolina, US",17557
"Beaufort, North Carolina, US",46994
"Bertie, North Carolina, US",18947
"Bladen, North Carolina, US",32722
"Brunswick, North Carolina, US",142820
"Buncombe, North Carolina, US",261191
"Burke, North Carolina, US",90485
"Cabarrus, North Carolina, US",216453
"Caldwell, North Carolina, US",82178
"Camden, North Carolina, US",10867
"Carteret, North Carolina, US",69473
"Caswell, North Carolina, US",22604
"Catawba, North Carolina, US",159551
"Chatham, North Carolina, US",74470
"Cherokee, North Carolina, US",28612
"Chowan, North Carolina, US",13943
"Clay, North Carolina, US",11231
"Cleveland, North Carolina, US",97947
"Columbus, North Carolina, US",55508
"Craven, North Carolina, US",102139
"Cumberland, North Carolina, US",335509
"Currituck, North Carolina, US",27763
"Dare, North Carolina, US",37009
"Davidson, North Carolina, US",167609
"Davie, North Carolina, US",42846
"Duplin, North Carolina, US",58741
"Durham, North Carolina, US",321488
"Edgecombe, North Carolina, US",51472
"Forsyth, North Carolina, US",382295
"Franklin, North Carolina, US",69685
"Gaston, North Carolina, US",224529
"Gates, North Carolina, US",11562
"Graham, North Carolina, US",8441
"Granville, North Carolina, US",60443
"Greene, North Carolina, US",21069
"Guilford, North Carolina, US",537174
"Halifax, North Carolina, US",50010
"Harnett, North Carolina, US",135976
"Haywood, North Carolina, US",62317
"Henderson, North Carolina, US",117417
"Hertford, North Carolina, US",23677
"Hoke, North Carolina, US",55234
"Hyde, North Carolina, US",4937
"Iredell, North Carolina, US",181806
"Jackson, North Carolina, US",43938
"Johnston, North Carolina, US",209339
"Jones, North Carolina, US",9419
"Lee, North Carolina, US",61779
"Lenoir, North Carolina, US",55949
"Lincoln, North Carolina, US",86111
"McDowell, North Carolina, US",45756
"Macon, North Carolina, US",35858
"Madison, North Carolina, US",21755
"Martin, North Carolina, US",22440
"Mecklenburg, North Carolina, US",1110356
"Mitchell, North Carolina, US",14964
"Montgomery, North Carolina, US",27173
"Moore, North Carolina, US",100880
"Nash, North Carolina, US",94298
"New Hanover, North Carolina, US",234473
"Northampton, North Carolina, US",19483
"Onslow, North Carolina, US",197938
"Orange, North Carolina, US",148476
"Pamlico, North Carolina, US",12726
"Pasquotank, North Carolina, US",39824
"Pender, North Carolina, US",63060
"Perquimans, North Carolina, US",13463
"Person, North Carolina, US",39490
"Pitt, North Carolina, US",180742
"Polk, North Carolina, US",20724
"Randolph, North Carolina, US",143667
"Richmond, North Carolina, US",44829
"Robeson, North Carolina, US",130625
"Rockingham, North Carolina, US",91010
"Rowan, North Carolina, US",142088
"Rutherford, North Carolina, US",67029
"Sampson, North Carolina, US",63531
"Scotland, North Carolina, US",34823
"Stanly, North Carolina, US",62806
"Stokes, North Carolina, US",45591
"Surry, North Carolina, US",71783
"Swain, North Carolina, US",14271
"Transylvania, North Carolina, US",34385
"Tyrrell, North Carolina, US",4016
"Union, North Carolina, US",239859
"Vance, North Carolina, US",44535
"Wake, North Carolina, US",1111761
"Warren, North Carolina, US",19731
"Washington, North Carolina, US",11580
"Watauga, North Carolina, US",56177
"Wayne, North Carolina, US",123131
"Wilkes, North Carolina, US",68412
"Wilson, North Carolina, US",81801
"Yadkin, North Carolina, US",37667
"Yancey, North Carolina, US",18069
"Adams, North Dakota, US",2216
"Barnes, North Dakota, US",10415
"Benson, North Dakota, US",6832
"Billings, North Dakota, US",928
"Bottineau, North Dakota, US",6282
"Bowman, North Dakota, US",3024
"Burke, North Dakota, US",2115
"Burleigh, North Dakota, US",95626
"Cass, North Dakota, US",181923
"Cavalier, North Dakota, US",3762
"Dickey, North Dakota, US",4872
"Divide, North Dakota, US",2264
"Dunn, North Dakota, US",4424
"Eddy, North Dakota, US",2287
"Emmons, North Dakota, US",3241
"Foster, North Dakota, US",3210
"Golden Valley, North Dakota, US",1761
"Grand Forks, North Dakota, US",69451
"Grant, North Dakota, US",2274
"Griggs, North Dakota, US",2231
"Hettinger, North Dakota, US",2499
"Kidder, North Dakota, US",2480
"LaMoure, North Dakota, US",4046
"Logan, North Dakota, US",1850
"McHenry, North Dakota, US",5745
"McIntosh, North Dakota, US",2497
"McKenzie, North Dakota, US",15024
"McLean, North Dakota, US",9450
"Mercer, North Dakota, US",8187
"Morton, North Dakota, US",31364
"Mountrail, North Dakota, US",10545
"Nelson, North Dakota, US",2879
"Oliver, North Dakota, US",1959
"Pembina, North Dakota, US",6801
"Pierce, North Dakota, US",3975
"Ramsey, North Dakota, US",11519
"Ransom, North Dakota, US",5218
"Renville, North Dakota, US",2327
"Richland, North Dakota, US",16177
"Rolette, North Dakota, US",14176
"Sargent, North Dakota, US",3898
"Sheridan, North Dakota, US",1315
"Sioux, North Dakota, US",4230
"Slope, North Dakota, US",750
"Stark, North Dakota, US",31489
"Steele, North Dakota, US",1890
"Stutsman, North Dakota, US",20704
"Towner, North Dakota, US",2189
"Traill, North Dakota, US",8036
"Walsh, North Dakota, US",10641
"Ward, North Dakota, US",67641
"Wells, North Dakota, US",3834
"Williams, North Dakota, US",37589
"Adams, Ohio, US",27698
"Allen, Ohio, US",102351
"Ashland, Ohio, US",53484
"Ashtabula, Ohio, US",97241
"Athens, Ohio, US",65327
"Auglaize, Ohio, US",45656
"Belmont, Ohio, US",67006
"Brown, Ohio, US",43432
"Butler, Ohio, US",383134
"Carroll, Ohio, US",26914
"Champaign, Ohio, US",38885
"Clark, Ohio, US",134083
"Clermont, Ohio, US",206428
"Clinton, Ohio, US",41968
"Columbiana, Ohio, US",101883
"Coshocton, Ohio, US",36600
"Crawford, Ohio, US",41494
"Cuyahoga, Ohio, US",1235072
"Darke, Ohio, US",51113
"Defiance, Ohio, US",38087
"Delaware, Ohio, US",209177
"Erie, Ohio, US",74266
"Fairfield, Ohio, US",157574
"Fayette, Ohio, US",28525
"Franklin, Ohio, US",1316756
"Fulton, Ohio, US",42126
"Gallia, Ohio, US",29898
"Geauga, Ohio, US",93649
"Greene, Ohio, US",168937
"Guernsey, Ohio, US",38875
"Hamilton, Ohio, US",817473
"Hancock, Ohio, US",75783
"Hardin, Ohio, US",31365
"Harrison, Ohio, US",15040
"Henry, Ohio, US",27006
"Highland, Ohio, US",43161
"Hocking, Ohio, US",28264
"Holmes, Ohio, US",43960
"Huron, Ohio, US",58266
"Jackson, Ohio, US",32413
"Jefferson, Ohio, US",65325
"Knox, Ohio, US",62322
"Lake, Ohio, US",230149
"Lawrence, Ohio, US",59463
"Licking, Ohio, US",176862
"Logan, Ohio, US",45672
"Lorain, Ohio, US",309833
"Lucas, Ohio, US",428348
"Madison, Ohio, US",44731
"Mahoning, Ohio, US",228683
"Marion, Ohio, US",65093
"Medina, Ohio, US",179746
"Meigs, Ohio, US",22907
"Mercer, Ohio, US",41172
"Miami, Ohio, US",106987
"Monroe, Ohio, US",13654
"Montgomery, Ohio, US",531687
"Morgan, Ohio, US",14508
"Morrow, Ohio, US",35328
"Muskingum, Ohio, US",86215
"Noble, Ohio, US",14424
"Ottawa, Ohio, US",40525
"Paulding, Ohio, US",18672
"Perry, Ohio, US",36134
"Pickaway, Ohio, US",58457
"Pike, Ohio, US",27772
"Portage, Ohio, US",162466
"Preble, Ohio, US",40882
"Putnam, Ohio, US",33861
"Richland, Ohio, US",121154
"Ross, Ohio, US",76666
"Sandusky, Ohio, US",58518
"Scioto, Ohio, US",75314
"Seneca, Ohio, US",55178
"Shelby, Ohio, US",48590
"Stark, Ohio, US",370606
"Summit, Ohio, US",541013
"Trumbull, Ohio, US",197974
"Tuscarawas, Ohio, US",91987
"Union, Ohio, US",58988
"Van Wert, Ohio, US",28275
"Vinton, Ohio, US",13085
"Warren, Ohio, US",234602
"Washington, Ohio, US",59911
"Wayne, Ohio, US",115710
"Williams, Ohio, US",36692
"Wood, Ohio, US",130817
"Wyandot, Ohio, US",21772
"Adair, Oklahoma, US",22194
"Alfalfa, Oklahoma, US",5702
"Atoka, Oklahoma, US",13758
"Beaver, Oklahoma, US",5311
"Beckham, Oklahoma, US",21859
"Blaine, Oklahoma, US",9429
"Bryan, Oklahoma, US",47995
"Caddo, Oklahoma, US",28762
"Canadian, Oklahoma, US",148306
"Carter, Oklahoma, US",48111
"Cherokee, Oklahoma, US",48657
"Choctaw, Oklahoma, US",14672
"Cimarron, Oklahoma, US",2137
"Cleveland, Oklahoma, US",284014
"Coal, Oklahoma, US",5495
"Comanche, Oklahoma, US",120749
"Cotton, Oklahoma, US",5666
"Craig, Oklahoma, US",14142
"Creek, Oklahoma, US",71522
"Custer, Oklahoma, US",29003
"Delaware, Oklahoma, US",43009
"Dewey, Oklahoma, US",4891
"Ellis, Oklahoma, US",3859
"Garfield, Oklahoma, US",61056
"Garvin, Oklahoma, US",27711
"Grady, Oklahoma, US",55834
"Grant, Oklahoma, US",4333
"Greer, Oklahoma, US",5712
"Harmon, Oklahoma, US",2653
"Harper, Oklahoma, US",3688
"Haskell, Oklahoma, US",12627
"Hughes, Oklahoma, US",13279
"Jackson, Oklahoma, US",24530
"Jefferson, Oklahoma, US",6002
"Johnston, Oklahoma, US",11085
"Kay, Oklahoma, US",43538
"Kingfisher, Oklahoma, US",15765
"Kiowa, Oklahoma, US",8708
"Latimer, Oklahoma, US",10073
"Le Flore, Oklahoma, US",49853
"Lincoln, Oklahoma, US",34877
"Logan, Oklahoma, US",48011
"Love, Oklahoma, US",10253
"McClain, Oklahoma, US",40474
"McCurtain, Oklahoma, US",32832
"McIntosh, Oklahoma, US",19596
"Major, Oklahoma, US",7629
"Marshall, Oklahoma, US",16931
"Mayes, Oklahoma, US",41100
"Murray, Oklahoma, US",14073
"Muskogee, Oklahoma, US",67997
"Noble, Oklahoma, US",11131
"Nowata, Oklahoma, US",10076
"Okfuskee, Oklahoma, US",11993
"Oklahoma, Oklahoma, US",797434
"Okmulgee, Oklahoma, US",38465
"Osage, Oklahoma, US",46963
"Ottawa, Oklahoma, US",31127
"Pawnee, Oklahoma, US",16376
"Payne, Oklahoma, US",81784
"Pittsburg, Oklahoma, US",43654
"Pontotoc, Oklahoma, US",38284
"Pottawatomie, Oklahoma, US",72592
"Pushmataha, Oklahoma, US",11096
"Roger Mills, Oklahoma, US",3583
"Rogers, Oklahoma, US",92459
"Seminole, Oklahoma, US",24258
"Sequoyah, Oklahoma, US",41569
"Stephens, Oklahoma, US",43143
"Texas, Oklahoma, US",19983
"Tillman, Oklahoma, US",7250
"Tulsa, Oklahoma, US",651552
"Wagoner, Oklahoma, US",81289
"Washington, Oklahoma, US",51527
"Washita, Oklahoma, US",10916
"Woods, Oklahoma, US",8793
"Woodward, Oklahoma, US",20211
"Baker, Oregon, US",16124
"Benton, Oregon, US",93053
"Clackamas, Oregon, US",418187
"Clatsop, Oregon, US",40224
"Columbia, Oregon, US",52354
"Coos, Oregon, US",64487
"Crook, Oregon, US",24404
"Curry, Oregon, US",22925
"Deschutes, Oregon, US",197692
"Douglas, Oregon, US",110980
"Gilliam, Oregon, US",1912
"Grant, Oregon, US",7199
"Harney, Oregon, US",7393
"Hood River, Oregon, US",23382
"Jackson, Oregon, US",220944
"Jefferson, Oregon, US",24658
"Josephine, Oregon, US",87487
"Klamath, Oregon, US",68238
"Lake, Oregon, US",7869
"Lane, Oregon, US",382067
"Lincoln, Oregon, US",49962
"Linn, Oregon, US",129749
"Malheur, Oregon, US",30571
"Marion, Oregon, US",347818
"Morrow, Oregon, US",11603
"Multnomah, Oregon, US",812855
"Polk, Oregon, US",86085
"Sherman, Oregon, US",1780
"Tillamook, Oregon, US",27036
"Umatilla, Oregon, US",77950
"Union, Oregon, US",26835
"Wallowa, Oregon, US",7208
"Wasco, Oregon, US",26682
"Washington, Oregon, US",601592
"Wheeler, Oregon, US",1332
"Yamhill, Oregon, US",107100
"Adams, Pennsylvania, US",103009
"Allegheny, Pennsylvania, US",1216045
"Armstrong, Pennsylvania, US",64735
"Beaver, Pennsylvania, US",163929
"Bedford, Pennsylvania, US",47888
"Berks, Pennsylvania, US",421164
"Blair, Pennsylvania, US",121829
"Bradford, Pennsylvania, US",60323
"Bucks, Pennsylvania, US",628270
"Butler, Pennsylvania, US",187853
"Cambria, Pennsylvania, US",130192
"Cameron, Pennsylvania, US",4447
"Carbon, Pennsylvania, US",64182
"Centre, Pennsylvania, US",162385
"Chester, Pennsylvania, US",524989
"Clarion, Pennsylvania, US",38438
"Clearfield, Pennsylvania, US",79255
"Clinton, Pennsylvania, US",38632
"Columbia, Pennsylvania, US",64964
"Crawford, Pennsylvania, US",84629
"Cumberland, Pennsylvania, US",253370
"Dauphin, Pennsylvania, US",278299
"Delaware, Pennsylvania, US",566747
"Elk, Pennsylvania, US",29910
"Erie, Pennsylvania, US",269728
"Fayette, Pennsylvania, US",129274
"Forest, Pennsylvania, US",7247
"Franklin, Pennsylvania, US",155027
"Fulton, Pennsylvania, US",14530
"Greene, Pennsylvania, US",36233
"Huntingdon, Pennsylvania, US",45144
"Indiana, Pennsylvania, US",84073
"Jefferson, Pennsylvania, US",43425
"Juniata, Pennsylvania, US",24763
"Lackawanna, Pennsylvania, US",209674
"Lancaster, Pennsylvania, US",545724
"Lawrence, Pennsylvania, US",85512
"Lebanon, Pennsylvania, US",141793
"Lehigh, Pennsylvania, US",369318
"Luzerne, Pennsylvania, US",317417
"Lycoming, Pennsylvania, US",113299
"McKean, Pennsylvania, US",40625
"Mercer, Pennsylvania, US",109424
"Mifflin, Pennsylvania, US",46138
"Monroe, Pennsylvania, US",170271
"Montgomery, Pennsylvania, US",830915
"Montour, Pennsylvania, US",18230
"Northampton, Pennsylvania, US",305285
"Northumberland, Pennsylvania, US",90843
"Perry, Pennsylvania, US",46272
"Philadelphia, Pennsylvania, US",1584064
"Pike, Pennsylvania, US",55809
"Potter, Pennsylvania, US",16526
"Schuylkill, Pennsylvania, US",141359
"Snyder, Pennsylvania, US",40372
"Somerset, Pennsylvania, US",73447
"Sullivan, Pennsylvania, US",6066
"Susquehanna, Pennsylvania, US",40328
"Tioga, Pennsylvania, US",40591
"Union, Pennsylvania, US",44923
"Venango, Pennsylvania, US",50668
"Warren, Pennsylvania, US",39191
"Washington, Pennsylvania, US",206865
"Wayne, Pennsylvania, US",51361
"Westmoreland, Pennsylvania, US",348899
"Wyoming, Pennsylvania, US",26794
"York, Pennsylvania, US",449058
"Bristol, Rhode Island, US",48479
"Kent, Rhode Island, US",164292
"Newport, Rhode Island, US",82082
"Providence, Rhode Island, US",638931
"Washington, Rhode Island, US",125577
"Abbeville, South Carolina, US",24527
"Aiken, South Carolina, US",170872
"Allendale, South Carolina, US",8688
"Anderson, South Carolina, US",202558
"Bamberg, South Carolina, US",14066
"Barnwell, South Carolina, US",20866
"Beaufort, South Carolina, US",192122
"Berkeley, South Carolina, US",227907
"Calhoun, South Carolina, US",14553
"Charleston, South Carolina, US",411406
"Cherokee, South Carolina, US",57300
"Chester, South Carolina, US",32244
"Chesterfield, South Carolina, US",45650
"Clarendon, South Carolina, US",33745
"Colleton, South Carolina, US",37677
"Darlington, South Carolina, US",66618
"Dillon, South Carolina, US",30479
"Dorchester, South Carolina, US",162809
"Edgefield, South Carolina, US",27260
"Fairfield, South Carolina, US",22347
"Florence, South Carolina, US",138293
"Georgetown, South Carolina, US",62680
"Greenville, South Carolina, US",523542
"Greenwood, South Carolina, US",70811
"Hampton, South Carolina, US",19222
"Horry, South Carolina, US",354081
"Jasper, South Carolina, US",30073
"Kershaw, South Carolina, US",66551
"Lancaster, South Carolina, US",98012
"Laurens, South Carolina, US",67493
"Lee, South Carolina, US",16828
"Lexington, South Carolina, US",298750
"McCormick, South Carolina, US",9463
"Marion, South Carolina, US",30657
"Marlboro, South Carolina, US",26118
"Newberry, South Carolina, US",38440
"Oconee, South Carolina, US",79546
